Date,Year,Month,Day,category,Forecasted_Amount,Actual_Amount,SalesAndforecast_difference,PRoduct_Sales_Condition
2023-11-12,2023,November,Sunday,Utilities,392,384,-8,Below_Forecast
2023-11-12,2023,November,Sunday,Marketing,189,204,15,Above_Forecast
2023-11-13,2023,November,Monday,"Coffee Sales",279,284,5,Above_Forecast
2023-11-13,2023,November,Monday,"Food Sales",575,627,52,Above_Forecast
2023-11-13,2023,November,Monday,"Ingredients Cost",469,429,-40,Below_Forecast
2023-11-13,2023,November,Monday,Labor,336,358,22,Above_Forecast
2023-11-13,2023,November,Monday,Rent,181,176,-5,Below_Forecast
2023-11-13,2023,November,Monday,Utilities,188,199,11,Above_Forecast
2023-11-13,2023,November,Monday,Marketing,231,213,-18,Below_Forecast
2023-11-14,2023,November,Tuesday,"Coffee Sales",838,845,7,Above_Forecast
2023-11-14,2023,November,Tuesday,"Food Sales",407,385,-22,Below_Forecast
2023-11-14,2023,November,Tuesday,"Ingredients Cost",393,376,-17,Below_Forecast
2023-11-14,2023,November,Tuesday,Labor,438,417,-21,Below_Forecast
2023-11-14,2023,November,Tuesday,Rent,299,292,-7,Below_Forecast
2023-11-14,2023,November,Tuesday,Utilities,236,221,-15,Below_Forecast
2023-11-14,2023,November,Tuesday,Marketing,178,187,9,Above_Forecast
2023-11-15,2023,November,Wednesday,"Coffee Sales",993,1072,79,Above_Forecast
2023-11-15,2023,November,Wednesday,"Food Sales",465,468,3,Above_Forecast
2023-11-15,2023,November,Wednesday,"Ingredients Cost",448,427,-21,Below_Forecast
2023-11-15,2023,November,Wednesday,Labor,454,418,-36,Below_Forecast
2023-11-15,2023,November,Wednesday,Rent,493,537,44,Above_Forecast
2023-11-15,2023,November,Wednesday,Utilities,280,292,12,Above_Forecast
2023-11-15,2023,November,Wednesday,Marketing,417,384,-33,Below_Forecast
2023-11-16,2023,November,Thursday,"Coffee Sales",369,345,-24,Below_Forecast
2023-11-16,2023,November,Thursday,"Food Sales",650,589,-61,Below_Forecast
2023-11-16,2023,November,Thursday,"Ingredients Cost",476,496,20,Above_Forecast
2023-11-16,2023,November,Thursday,Labor,438,470,32,Above_Forecast
2023-11-16,2023,November,Thursday,Rent,371,344,-27,Below_Forecast
2023-11-16,2023,November,Thursday,Utilities,488,510,22,Above_Forecast
2023-11-16,2023,November,Thursday,Marketing,101,90,-11,Below_Forecast
2023-11-17,2023,November,Friday,"Coffee Sales",346,322,-24,Below_Forecast
2023-11-17,2023,November,Friday,"Food Sales",919,932,13,Above_Forecast
2023-11-17,2023,November,Friday,"Ingredients Cost",355,355,0,Above_Forecast
2023-11-17,2023,November,Friday,Labor,469,457,-12,Below_Forecast
2023-11-17,2023,November,Friday,Rent,170,178,8,Above_Forecast
2023-11-17,2023,November,Friday,Utilities,169,179,10,Above_Forecast
2023-11-17,2023,November,Friday,Marketing,456,488,32,Above_Forecast
2023-11-18,2023,November,Saturday,"Coffee Sales",355,335,-20,Below_Forecast
2023-11-18,2023,November,Saturday,"Food Sales",462,449,-13,Below_Forecast
2023-11-18,2023,November,Saturday,"Ingredients Cost",277,286,9,Above_Forecast
2023-11-18,2023,November,Saturday,Labor,413,398,-15,Below_Forecast
2023-11-18,2023,November,Saturday,Rent,184,190,6,Above_Forecast
2023-11-18,2023,November,Saturday,Utilities,104,94,-10,Below_Forecast
2023-11-18,2023,November,Saturday,Marketing,214,225,11,Above_Forecast
2023-11-19,2023,November,Sunday,"Coffee Sales",284,299,15,Above_Forecast
2023-11-19,2023,November,Sunday,"Food Sales",815,774,-41,Below_Forecast
2023-11-19,2023,November,Sunday,"Ingredients Cost",196,202,6,Above_Forecast
2023-11-19,2023,November,Sunday,Labor,357,347,-10,Below_Forecast
2023-11-19,2023,November,Sunday,Rent,210,201,-9,Below_Forecast
2023-11-19,2023,November,Sunday,Utilities,292,284,-8,Below_Forecast
2023-11-19,2023,November,Sunday,Marketing,181,194,13,Above_Forecast
2023-11-20,2023,November,Monday,"Coffee Sales",880,915,35,Above_Forecast
2023-11-20,2023,November,Monday,"Food Sales",524,496,-28,Below_Forecast
2023-11-20,2023,November,Monday,"Ingredients Cost",200,189,-11,Below_Forecast
2023-11-20,2023,November,Monday,Labor,358,345,-13,Below_Forecast
2023-11-20,2023,November,Monday,Rent,196,192,-4,Below_Forecast
2023-11-20,2023,November,Monday,Utilities,181,178,-3,Below_Forecast
2023-11-20,2023,November,Monday,Marketing,254,277,23,Above_Forecast
2023-11-21,2023,November,Tuesday,"Coffee Sales",319,308,-11,Below_Forecast
2023-11-21,2023,November,Tuesday,"Food Sales",651,621,-30,Below_Forecast
2023-11-21,2023,November,Tuesday,"Ingredients Cost",311,297,-14,Below_Forecast
2023-11-21,2023,November,Tuesday,Labor,314,320,6,Above_Forecast
2023-11-21,2023,November,Tuesday,Rent,101,92,-9,Below_Forecast
2023-11-21,2023,November,Tuesday,Utilities,152,137,-15,Below_Forecast
2023-11-21,2023,November,Tuesday,Marketing,174,183,9,Above_Forecast
2023-11-22,2023,November,Wednesday,"Coffee Sales",478,486,8,Above_Forecast
2023-11-22,2023,November,Wednesday,"Food Sales",948,964,16,Above_Forecast
2023-11-22,2023,November,Wednesday,"Ingredients Cost",243,266,23,Above_Forecast
2023-11-22,2023,November,Wednesday,Labor,172,182,10,Above_Forecast
2023-11-22,2023,November,Wednesday,Rent,224,226,2,Above_Forecast
2023-11-22,2023,November,Wednesday,Utilities,154,141,-13,Below_Forecast
2023-11-22,2023,November,Wednesday,Marketing,476,504,28,Above_Forecast
2023-11-23,2023,November,Thursday,"Coffee Sales",573,549,-24,Below_Forecast
2023-11-23,2023,November,Thursday,"Food Sales",279,254,-25,Below_Forecast
2023-11-23,2023,November,Thursday,"Ingredients Cost",408,386,-22,Below_Forecast
2023-11-23,2023,November,Thursday,Labor,334,343,9,Above_Forecast
2023-11-23,2023,November,Thursday,Rent,391,412,21,Above_Forecast
2023-11-23,2023,November,Thursday,Utilities,243,245,2,Above_Forecast
2023-11-23,2023,November,Thursday,Marketing,138,150,12,Above_Forecast
2023-11-24,2023,November,Friday,"Coffee Sales",723,666,-57,Below_Forecast
2023-11-24,2023,November,Friday,"Food Sales",256,269,13,Above_Forecast
2023-11-24,2023,November,Friday,"Ingredients Cost",308,277,-31,Below_Forecast
2023-11-24,2023,November,Friday,Labor,399,372,-27,Below_Forecast
2023-11-24,2023,November,Friday,Rent,106,104,-2,Below_Forecast
2023-11-24,2023,November,Friday,Utilities,273,271,-2,Below_Forecast
2023-11-24,2023,November,Friday,Marketing,248,259,11,Above_Forecast
2023-11-25,2023,November,Saturday,"Coffee Sales",698,659,-39,Below_Forecast
2023-11-25,2023,November,Saturday,"Food Sales",963,948,-15,Below_Forecast
2023-11-25,2023,November,Saturday,"Ingredients Cost",187,181,-6,Below_Forecast
2023-11-25,2023,November,Saturday,Labor,155,163,8,Above_Forecast
2023-11-25,2023,November,Saturday,Rent,404,378,-26,Below_Forecast
2023-11-25,2023,November,Saturday,Utilities,165,173,8,Above_Forecast
2023-11-25,2023,November,Saturday,Marketing,199,209,10,Above_Forecast
2023-11-26,2023,November,Sunday,"Coffee Sales",872,800,-72,Below_Forecast
2023-11-26,2023,November,Sunday,"Food Sales",446,459,13,Above_Forecast
2023-11-26,2023,November,Sunday,"Ingredients Cost",359,350,-9,Below_Forecast
2023-11-26,2023,November,Sunday,Labor,263,260,-3,Below_Forecast
2023-11-26,2023,November,Sunday,Rent,371,376,5,Above_Forecast
2023-11-26,2023,November,Sunday,Utilities,389,388,-1,Below_Forecast
2023-11-26,2023,November,Sunday,Marketing,404,365,-39,Below_Forecast
2023-11-27,2023,November,Monday,"Coffee Sales",224,216,-8,Below_Forecast
2023-11-27,2023,November,Monday,"Food Sales",604,551,-53,Below_Forecast
2023-11-27,2023,November,Monday,"Ingredients Cost",277,260,-17,Below_Forecast
2023-11-27,2023,November,Monday,Labor,394,410,16,Above_Forecast
2023-11-27,2023,November,Monday,Rent,482,447,-35,Below_Forecast
2023-11-27,2023,November,Monday,Utilities,147,152,5,Above_Forecast
2023-11-27,2023,November,Monday,Marketing,353,363,10,Above_Forecast
2023-11-28,2023,November,Tuesday,"Coffee Sales",860,822,-38,Below_Forecast
2023-11-28,2023,November,Tuesday,"Food Sales",721,725,4,Above_Forecast
2023-11-28,2023,November,Tuesday,"Ingredients Cost",272,271,-1,Below_Forecast
2023-11-28,2023,November,Tuesday,Labor,307,322,15,Above_Forecast
2023-11-28,2023,November,Tuesday,Rent,302,289,-13,Below_Forecast
2023-11-28,2023,November,Tuesday,Utilities,352,329,-23,Below_Forecast
2023-11-28,2023,November,Tuesday,Marketing,233,244,11,Above_Forecast
2023-11-29,2023,November,Wednesday,"Coffee Sales",562,604,42,Above_Forecast
2023-11-29,2023,November,Wednesday,"Food Sales",251,268,17,Above_Forecast
2023-11-29,2023,November,Wednesday,"Ingredients Cost",247,264,17,Above_Forecast
2023-11-29,2023,November,Wednesday,Labor,131,139,8,Above_Forecast
2023-11-29,2023,November,Wednesday,Rent,110,100,-10,Below_Forecast
2023-11-29,2023,November,Wednesday,Utilities,496,466,-30,Below_Forecast
2023-11-29,2023,November,Wednesday,Marketing,394,408,14,Above_Forecast
2023-11-30,2023,November,Thursday,"Coffee Sales",632,581,-51,Below_Forecast
2023-11-30,2023,November,Thursday,"Food Sales",222,210,-12,Below_Forecast
2023-11-30,2023,November,Thursday,"Ingredients Cost",376,342,-34,Below_Forecast
2023-11-30,2023,November,Thursday,Labor,227,223,-4,Below_Forecast
2023-11-30,2023,November,Thursday,Rent,121,116,-5,Below_Forecast
2023-11-30,2023,November,Thursday,Utilities,324,307,-17,Below_Forecast
2023-11-30,2023,November,Thursday,Marketing,106,109,3,Above_Forecast
2023-12-01,2023,December,Friday,"Coffee Sales",706,709,3,Above_Forecast
2023-12-01,2023,December,Friday,"Food Sales",781,823,42,Above_Forecast
2023-12-01,2023,December,Friday,"Ingredients Cost",343,354,11,Above_Forecast
2023-12-01,2023,December,Friday,Labor,318,289,-29,Below_Forecast
2023-12-01,2023,December,Friday,Rent,500,514,14,Above_Forecast
2023-12-01,2023,December,Friday,Utilities,291,282,-9,Below_Forecast
2023-12-01,2023,December,Friday,Marketing,274,269,-5,Below_Forecast
2023-12-02,2023,December,Saturday,"Coffee Sales",919,971,52,Above_Forecast
2023-12-02,2023,December,Saturday,"Food Sales",256,276,20,Above_Forecast
2023-12-02,2023,December,Saturday,"Ingredients Cost",267,271,4,Above_Forecast
2023-12-02,2023,December,Saturday,Labor,178,192,14,Above_Forecast
2023-12-02,2023,December,Saturday,Rent,267,252,-15,Below_Forecast
2023-12-02,2023,December,Saturday,Utilities,206,222,16,Above_Forecast
2023-12-02,2023,December,Saturday,Marketing,341,313,-28,Below_Forecast
2023-12-03,2023,December,Sunday,"Coffee Sales",359,371,12,Above_Forecast
2023-12-03,2023,December,Sunday,"Food Sales",933,935,2,Above_Forecast
2023-12-03,2023,December,Sunday,"Ingredients Cost",422,437,15,Above_Forecast
2023-12-03,2023,December,Sunday,Labor,142,145,3,Above_Forecast
2023-12-03,2023,December,Sunday,Rent,224,231,7,Above_Forecast
2023-12-03,2023,December,Sunday,Utilities,166,159,-7,Below_Forecast
2023-12-03,2023,December,Sunday,Marketing,406,367,-39,Below_Forecast
2023-12-04,2023,December,Monday,"Coffee Sales",830,848,18,Above_Forecast
2023-12-04,2023,December,Monday,"Food Sales",463,418,-45,Below_Forecast
2023-12-04,2023,December,Monday,"Ingredients Cost",286,293,7,Above_Forecast
2023-12-04,2023,December,Monday,Labor,434,448,14,Above_Forecast
2023-12-04,2023,December,Monday,Rent,363,379,16,Above_Forecast
2023-12-04,2023,December,Monday,Utilities,324,352,28,Above_Forecast
2023-12-04,2023,December,Monday,Marketing,167,172,5,Above_Forecast
2023-12-05,2023,December,Tuesday,"Coffee Sales",808,831,23,Above_Forecast
2023-12-05,2023,December,Tuesday,"Food Sales",666,652,-14,Below_Forecast
2023-12-05,2023,December,Tuesday,"Ingredients Cost",500,531,31,Above_Forecast
2023-12-05,2023,December,Tuesday,Labor,438,441,3,Above_Forecast
2023-12-05,2023,December,Tuesday,Rent,351,378,27,Above_Forecast
2023-12-05,2023,December,Tuesday,Utilities,342,325,-17,Below_Forecast
2023-12-05,2023,December,Tuesday,Marketing,223,224,1,Above_Forecast
2023-12-06,2023,December,Wednesday,"Coffee Sales",229,241,12,Above_Forecast
2023-12-06,2023,December,Wednesday,"Food Sales",448,423,-25,Below_Forecast
2023-12-06,2023,December,Wednesday,"Ingredients Cost",215,196,-19,Below_Forecast
2023-12-06,2023,December,Wednesday,Labor,294,285,-9,Below_Forecast
2023-12-06,2023,December,Wednesday,Rent,219,197,-22,Below_Forecast
2023-12-06,2023,December,Wednesday,Utilities,124,130,6,Above_Forecast
2023-12-06,2023,December,Wednesday,Marketing,172,185,13,Above_Forecast
2023-12-07,2023,December,Thursday,"Coffee Sales",884,833,-51,Below_Forecast
2023-12-07,2023,December,Thursday,"Food Sales",278,292,14,Above_Forecast
2023-12-07,2023,December,Thursday,"Ingredients Cost",116,118,2,Above_Forecast
2023-12-07,2023,December,Thursday,Labor,362,338,-24,Below_Forecast
2023-12-07,2023,December,Thursday,Rent,126,138,12,Above_Forecast
2023-12-07,2023,December,Thursday,Utilities,214,198,-16,Below_Forecast
2023-12-07,2023,December,Thursday,Marketing,364,393,29,Above_Forecast
2023-12-08,2023,December,Friday,"Coffee Sales",402,373,-29,Below_Forecast
2023-12-08,2023,December,Friday,"Food Sales",462,422,-40,Below_Forecast
2023-12-08,2023,December,Friday,"Ingredients Cost",279,268,-11,Below_Forecast
2023-12-08,2023,December,Friday,Labor,203,215,12,Above_Forecast
2023-12-08,2023,December,Friday,Rent,468,498,30,Above_Forecast
2023-12-08,2023,December,Friday,Utilities,170,176,6,Above_Forecast
2023-12-08,2023,December,Friday,Marketing,419,382,-37,Below_Forecast
2023-12-09,2023,December,Saturday,"Coffee Sales",552,564,12,Above_Forecast
2023-12-09,2023,December,Saturday,"Food Sales",853,793,-60,Below_Forecast
2023-12-09,2023,December,Saturday,"Ingredients Cost",389,422,33,Above_Forecast
2023-12-09,2023,December,Saturday,Labor,114,123,9,Above_Forecast
2023-12-09,2023,December,Saturday,Rent,301,291,-10,Below_Forecast
2023-12-09,2023,December,Saturday,Utilities,162,177,15,Above_Forecast
2023-12-09,2023,December,Saturday,Marketing,402,375,-27,Below_Forecast
2023-12-10,2023,December,Sunday,"Coffee Sales",911,889,-22,Below_Forecast
2023-12-10,2023,December,Sunday,"Food Sales",319,289,-30,Below_Forecast
2023-12-10,2023,December,Sunday,"Ingredients Cost",417,440,23,Above_Forecast
2023-12-10,2023,December,Sunday,Labor,161,160,-1,Below_Forecast
2023-12-10,2023,December,Sunday,Rent,187,196,9,Above_Forecast
2023-12-10,2023,December,Sunday,Utilities,167,168,1,Above_Forecast
2023-12-10,2023,December,Sunday,Marketing,493,507,14,Above_Forecast
2023-12-11,2023,December,Monday,"Coffee Sales",329,329,0,Above_Forecast
2023-12-11,2023,December,Monday,"Food Sales",337,352,15,Above_Forecast
2023-12-11,2023,December,Monday,"Ingredients Cost",392,420,28,Above_Forecast
2023-12-11,2023,December,Monday,Labor,156,148,-8,Below_Forecast
2023-12-11,2023,December,Monday,Rent,112,104,-8,Below_Forecast
2023-12-11,2023,December,Monday,Utilities,445,469,24,Above_Forecast
2023-12-11,2023,December,Monday,Marketing,178,163,-15,Below_Forecast
2023-12-12,2023,December,Tuesday,"Coffee Sales",416,456,40,Above_Forecast
2023-12-12,2023,December,Tuesday,"Food Sales",509,528,19,Above_Forecast
2023-12-12,2023,December,Tuesday,"Ingredients Cost",440,401,-39,Below_Forecast
2023-12-12,2023,December,Tuesday,Labor,305,290,-15,Below_Forecast
2023-12-12,2023,December,Tuesday,Rent,169,156,-13,Below_Forecast
2023-12-12,2023,December,Tuesday,Utilities,344,351,7,Above_Forecast
2023-12-12,2023,December,Tuesday,Marketing,358,327,-31,Below_Forecast
2023-12-13,2023,December,Wednesday,"Coffee Sales",481,484,3,Above_Forecast
2023-12-13,2023,December,Wednesday,"Food Sales",770,772,2,Above_Forecast
2023-12-13,2023,December,Wednesday,"Ingredients Cost",348,355,7,Above_Forecast
2023-12-13,2023,December,Wednesday,Labor,119,115,-4,Below_Forecast
2023-12-13,2023,December,Wednesday,Rent,201,186,-15,Below_Forecast
2023-12-13,2023,December,Wednesday,Utilities,227,233,6,Above_Forecast
2023-12-13,2023,December,Wednesday,Marketing,262,283,21,Above_Forecast
2023-12-14,2023,December,Thursday,"Coffee Sales",870,893,23,Above_Forecast
2023-12-14,2023,December,Thursday,"Food Sales",342,325,-17,Below_Forecast
2023-12-14,2023,December,Thursday,"Ingredients Cost",290,317,27,Above_Forecast
2023-12-14,2023,December,Thursday,Labor,483,530,47,Above_Forecast
2023-12-14,2023,December,Thursday,Rent,199,191,-8,Below_Forecast
2023-12-14,2023,December,Thursday,Utilities,166,150,-16,Below_Forecast
2023-12-14,2023,December,Thursday,Marketing,278,294,16,Above_Forecast
2023-12-15,2023,December,Friday,"Coffee Sales",628,600,-28,Below_Forecast
2023-12-15,2023,December,Friday,"Food Sales",257,276,19,Above_Forecast
2023-12-15,2023,December,Friday,"Ingredients Cost",220,199,-21,Below_Forecast
2023-12-15,2023,December,Friday,Labor,114,119,5,Above_Forecast
2023-12-15,2023,December,Friday,Rent,204,198,-6,Below_Forecast
2023-12-15,2023,December,Friday,Utilities,417,397,-20,Below_Forecast
2023-12-15,2023,December,Friday,Marketing,496,530,34,Above_Forecast
2023-12-16,2023,December,Saturday,"Coffee Sales",569,554,-15,Below_Forecast
2023-12-16,2023,December,Saturday,"Food Sales",569,517,-52,Below_Forecast
2023-12-16,2023,December,Saturday,"Ingredients Cost",301,295,-6,Below_Forecast
2023-12-16,2023,December,Saturday,Labor,138,151,13,Above_Forecast
2023-12-16,2023,December,Saturday,Rent,276,276,0,Above_Forecast
2023-12-16,2023,December,Saturday,Utilities,391,403,12,Above_Forecast
2023-12-16,2023,December,Saturday,Marketing,165,149,-16,Below_Forecast
2023-12-17,2023,December,Sunday,"Coffee Sales",298,293,-5,Below_Forecast
2023-12-17,2023,December,Sunday,"Food Sales",569,532,-37,Below_Forecast
2023-12-17,2023,December,Sunday,"Ingredients Cost",224,236,12,Above_Forecast
2023-12-17,2023,December,Sunday,Labor,235,246,11,Above_Forecast
2023-12-17,2023,December,Sunday,Rent,395,359,-36,Below_Forecast
2023-12-17,2023,December,Sunday,Utilities,421,455,34,Above_Forecast
2023-12-17,2023,December,Sunday,Marketing,208,213,5,Above_Forecast
2023-12-18,2023,December,Monday,"Coffee Sales",322,299,-23,Below_Forecast
2023-12-18,2023,December,Monday,"Food Sales",831,821,-10,Below_Forecast
2023-12-18,2023,December,Monday,"Ingredients Cost",164,147,-17,Below_Forecast
2023-12-18,2023,December,Monday,Labor,319,320,1,Above_Forecast
2023-12-18,2023,December,Monday,Rent,291,292,1,Above_Forecast
2023-12-18,2023,December,Monday,Utilities,415,442,27,Above_Forecast
2023-12-18,2023,December,Monday,Marketing,352,333,-19,Below_Forecast
2023-12-19,2023,December,Tuesday,"Coffee Sales",696,758,62,Above_Forecast
2023-12-19,2023,December,Tuesday,"Food Sales",496,455,-41,Below_Forecast
2023-12-19,2023,December,Tuesday,"Ingredients Cost",139,133,-6,Below_Forecast
2023-12-19,2023,December,Tuesday,Labor,447,482,35,Above_Forecast
2023-12-19,2023,December,Tuesday,Rent,356,390,34,Above_Forecast
2023-12-19,2023,December,Tuesday,Utilities,426,407,-19,Below_Forecast
2023-12-19,2023,December,Tuesday,Marketing,485,499,14,Above_Forecast
2023-12-20,2023,December,Wednesday,"Coffee Sales",632,643,11,Above_Forecast
2023-12-20,2023,December,Wednesday,"Food Sales",354,334,-20,Below_Forecast
2023-12-20,2023,December,Wednesday,"Ingredients Cost",441,408,-33,Below_Forecast
2023-12-20,2023,December,Wednesday,Labor,177,176,-1,Below_Forecast
2023-12-20,2023,December,Wednesday,Rent,118,129,11,Above_Forecast
2023-12-20,2023,December,Wednesday,Utilities,492,478,-14,Below_Forecast
2023-12-20,2023,December,Wednesday,Marketing,212,206,-6,Below_Forecast
2023-12-21,2023,December,Thursday,"Coffee Sales",301,297,-4,Below_Forecast
2023-12-21,2023,December,Thursday,"Food Sales",638,663,25,Above_Forecast
2023-12-21,2023,December,Thursday,"Ingredients Cost",343,351,8,Above_Forecast
2023-12-21,2023,December,Thursday,Labor,317,324,7,Above_Forecast
2023-12-21,2023,December,Thursday,Rent,197,183,-14,Below_Forecast
2023-12-21,2023,December,Thursday,Utilities,181,166,-15,Below_Forecast
2023-12-21,2023,December,Thursday,Marketing,493,448,-45,Below_Forecast
2023-12-22,2023,December,Friday,"Coffee Sales",233,246,13,Above_Forecast
2023-12-22,2023,December,Friday,"Food Sales",883,930,47,Above_Forecast
2023-12-22,2023,December,Friday,"Ingredients Cost",421,386,-35,Below_Forecast
2023-12-22,2023,December,Friday,Labor,350,346,-4,Below_Forecast
2023-12-22,2023,December,Friday,Rent,441,415,-26,Below_Forecast
2023-12-22,2023,December,Friday,Utilities,344,331,-13,Below_Forecast
2023-12-22,2023,December,Friday,Marketing,138,150,12,Above_Forecast
2023-12-23,2023,December,Saturday,"Coffee Sales",586,572,-14,Below_Forecast
2023-12-23,2023,December,Saturday,"Food Sales",229,221,-8,Below_Forecast
2023-12-23,2023,December,Saturday,"Ingredients Cost",219,232,13,Above_Forecast
2023-12-23,2023,December,Saturday,Labor,113,110,-3,Below_Forecast
2023-12-23,2023,December,Saturday,Rent,236,219,-17,Below_Forecast
2023-12-23,2023,December,Saturday,Utilities,310,332,22,Above_Forecast
2023-12-23,2023,December,Saturday,Marketing,278,264,-14,Below_Forecast
2023-12-24,2023,December,Sunday,"Coffee Sales",245,257,12,Above_Forecast
2023-12-24,2023,December,Sunday,"Food Sales",860,874,14,Above_Forecast
2023-12-24,2023,December,Sunday,"Ingredients Cost",307,302,-5,Below_Forecast
2023-12-24,2023,December,Sunday,Labor,175,159,-16,Below_Forecast
2023-12-24,2023,December,Sunday,Rent,497,474,-23,Below_Forecast
2023-12-24,2023,December,Sunday,Utilities,485,506,21,Above_Forecast
2023-12-24,2023,December,Sunday,Marketing,467,440,-27,Below_Forecast
2023-12-25,2023,December,Monday,"Coffee Sales",745,802,57,Above_Forecast
2023-12-25,2023,December,Monday,"Food Sales",276,252,-24,Below_Forecast
2023-12-25,2023,December,Monday,"Ingredients Cost",266,241,-25,Below_Forecast
2023-12-25,2023,December,Monday,Labor,307,331,24,Above_Forecast
2023-12-25,2023,December,Monday,Rent,370,390,20,Above_Forecast
2023-12-25,2023,December,Monday,Utilities,307,316,9,Above_Forecast
2023-12-25,2023,December,Monday,Marketing,139,138,-1,Below_Forecast
2023-12-26,2023,December,Tuesday,"Coffee Sales",211,221,10,Above_Forecast
2023-12-26,2023,December,Tuesday,"Food Sales",873,853,-20,Below_Forecast
2023-12-26,2023,December,Tuesday,"Ingredients Cost",180,173,-7,Below_Forecast
2023-12-26,2023,December,Tuesday,Labor,343,331,-12,Below_Forecast
2023-12-26,2023,December,Tuesday,Rent,174,160,-14,Below_Forecast
2023-12-26,2023,December,Tuesday,Utilities,278,283,5,Above_Forecast
2023-12-26,2023,December,Tuesday,Marketing,149,138,-11,Below_Forecast
2023-12-27,2023,December,Wednesday,"Coffee Sales",812,783,-29,Below_Forecast
2023-12-27,2023,December,Wednesday,"Food Sales",601,649,48,Above_Forecast
2023-12-27,2023,December,Wednesday,"Ingredients Cost",167,155,-12,Below_Forecast
2023-12-27,2023,December,Wednesday,Labor,251,236,-15,Below_Forecast
2023-12-27,2023,December,Wednesday,Rent,170,165,-5,Below_Forecast
2023-12-27,2023,December,Wednesday,Utilities,107,99,-8,Below_Forecast
2023-12-27,2023,December,Wednesday,Marketing,254,269,15,Above_Forecast
2023-12-28,2023,December,Thursday,"Coffee Sales",330,344,14,Above_Forecast
2023-12-28,2023,December,Thursday,"Food Sales",979,955,-24,Below_Forecast
2023-12-28,2023,December,Thursday,"Ingredients Cost",379,374,-5,Below_Forecast
2023-12-28,2023,December,Thursday,Labor,282,259,-23,Below_Forecast
2023-12-28,2023,December,Thursday,Rent,133,134,1,Above_Forecast
2023-12-28,2023,December,Thursday,Utilities,165,171,6,Above_Forecast
2023-12-28,2023,December,Thursday,Marketing,298,282,-16,Below_Forecast
2023-12-29,2023,December,Friday,"Coffee Sales",374,358,-16,Below_Forecast
2023-12-29,2023,December,Friday,"Food Sales",702,635,-67,Below_Forecast
2023-12-29,2023,December,Friday,"Ingredients Cost",258,247,-11,Below_Forecast
2023-12-29,2023,December,Friday,Labor,290,265,-25,Below_Forecast
2023-12-29,2023,December,Friday,Rent,428,426,-2,Below_Forecast
2023-12-29,2023,December,Friday,Utilities,180,178,-2,Below_Forecast
2023-12-29,2023,December,Friday,Marketing,462,418,-44,Below_Forecast
2023-12-30,2023,December,Saturday,"Coffee Sales",827,771,-56,Below_Forecast
2023-12-30,2023,December,Saturday,"Food Sales",536,536,0,Above_Forecast
2023-12-30,2023,December,Saturday,"Ingredients Cost",352,321,-31,Below_Forecast
2023-12-30,2023,December,Saturday,Labor,370,403,33,Above_Forecast
2023-12-30,2023,December,Saturday,Rent,332,327,-5,Below_Forecast
2023-12-30,2023,December,Saturday,Utilities,194,209,15,Above_Forecast
2023-12-30,2023,December,Saturday,Marketing,135,134,-1,Below_Forecast
2023-12-31,2023,December,Sunday,"Coffee Sales",593,593,0,Above_Forecast
2023-12-31,2023,December,Sunday,"Food Sales",670,684,14,Above_Forecast
2023-12-31,2023,December,Sunday,"Ingredients Cost",452,489,37,Above_Forecast
2023-12-31,2023,December,Sunday,Labor,295,269,-26,Below_Forecast
2023-12-31,2023,December,Sunday,Rent,295,302,7,Above_Forecast
2023-12-31,2023,December,Sunday,Utilities,266,268,2,Above_Forecast
2023-12-31,2023,December,Sunday,Marketing,174,166,-8,Below_Forecast
